	can_rate	image	num_votes	rating	tconst	title	type	year
96	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNWEwNDhhNWUtYWMzNi00ZTNhLWFiZDAtMjBjZmJhMTU0ZTY2XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 733, u'height': 1100}	420993	8.3	tt0119488	L.A. Confidential	feature	1997
97	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMjIzOTEzMF5BMl5BanBnXkFtZTcwMTUzNTk3NA@@._V1_.jpg', u'width': 682, u'height': 1023}	160882	8.3	tt0059578	For a Few Dollars More	feature	1965
98	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1._CR0,0,503,683_.jpg', u'width': 503, u'height': 683}	104813	8.3	tt0042876	Rashomon	feature	1950
99	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZWRlNDdkNzItMzhlZC00YTdmLWIwNjktYjY5NjQ1ZmQ3N2FkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1110, u'height': 1485}	215620	8.4	tt1187043	3 Idiots	feature	2009
100	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1OTc4MzgzNl5BMl5BanBnXkFtZTcwNTE2NjgyMw@@._V1_.jpg', u'width': 1234, u'height': 2048}	111585	8.3	tt0053604	The Apartment	feature	1960
101	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzOTM4MzEwNl5BMl5BanBnXkFtZTgwMzU1OTc1MDE@._V1_.jpg', u'width': 675, u'height': 1000}	547506	8.3	tt0086250	Scarface	feature	1983
102	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 1500, u'height': 2212}	524600	8.3	tt0097576	Indiana Jones and the Last Crusade	feature	1989
103	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@._V1_.jpg', u'width': 893, u'height': 1323}	155336	8.4	tt1832382	A Separation	feature	2011
104	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDAzNTkyODg1MF5BMl5BanBnXkFtZTgwMDA3NDkwMDE@._V1_.jpg', u'width': 323, u'height': 500}	114030	8.3	tt0017136	Metropolis	feature	1927
105	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_.jpg', u'width': 4134, u'height': 5906}	175705	8.3	tt2106476	The Hunt	feature	2012
106	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 983, u'height': 1500}	617826	8.3	tt0119217	Good Will Hunting	feature	1997
107	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_.jpg', u'width': 1000, u'height': 1500}	84419	8.3	tt0042192	All About Eve	feature	1950
108	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNTQ3ODUyMl5BMl5BanBnXkFtZTgwNDg5ODQyNjE@._V1_.jpg', u'width': 345, u'height': 500}	75436	8.3	tt0055630	Yojimbo	feature	1961
109	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3._V1_.jpg', u'width': 485, u'height': 721}	999633	8.3	tt0372784	Batman Begins	feature	2005
110	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MzUzOTYwOV5BMl5BanBnXkFtZTgwNDA4MzgyMjE@._V1_.jpg', u'width': 338, u'height': 500}	80707	8.3	tt0040897	The Treasure of the Sierra Madre	feature	1948
111	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BY2JlMWQ2M2QtMjgwYy00MzY3LTg5ZTgtYjc2OTA5MWFkNGMyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_.jpg', u'width': 911, u'height': 1421}	178184	8.3	tt0053291	Some Like It Hot	feature	1959
112	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_.jpg', u'width': 704, u'height': 1060}	680413	8.3	tt1049413	Up	feature	2009
113	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 2100, u'height': 3155}	282500	8.3	tt0105695	Unforgiven	feature	1992
114	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNzMzMTQ0Ml5BMl5BanBnXkFtZTgwNjExMzUwNjE@._V1_.jpg', u'width': 800, u'height': 1185}	115795	8.3	tt0041959	The Third Man	feature	1949
115	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1OTI1MjE2Nl5BMl5BanBnXkFtZTcwMTEwMzc4NA@@._V1_.jpg', u'width': 1382, u'height': 2048}	252562	8.3	tt0363163	Downfall	feature	2004
116	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@._V1_.jpg', u'width': 682, u'height': 1023}	239062	8.3	tt0081398	Raging Bull	feature	1980
117	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0OTk4MDEwMV5BMl5BanBnXkFtZTYwNzMwNzI5._V1_.jpg', u'width': 331, u'height': 475}	29846	8.4	tt0118849	Children of Heaven	feature	1997
118	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzNmY2IwYzAtNDQ1NC00MmI4LThkOTgtZmVhYmExOTVhMWRkXkEyXkFqcGdeQXVyMTk5NDA3Nw@@._V1_.jpg', u'width': 580, u'height': 859}	602426	8.2	tt0095016	Die Hard	feature	1988
119	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2MTQwNDI3Nl5BMl5BanBnXkFtZTcwNDk4MTkzNA@@._V1_.jpg', u'width': 682, u'height': 1023}	168689	8.3	tt0057115	The Great Escape	feature	1963
120	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNGMwNzUwNjYtZWM5NS00YzMyLWI4NjAtNjM0ZDBiMzE1YWExXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 1935, u'height': 2850}	438346	8.2	tt0113277	Heat	feature	1995
121	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BN2YyNDE5NzItMjAwNC00MGQxLTllNjktZGIzMWFkZjA3OWQ0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 2015, u'height': 2882}	220257	8.2	tt0071315	Chinatown	feature	1974
122	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_.jpg', u'width': 1086, u'height': 1609}	365986	8.2	tt2096673	Inside Out	feature	2015
123	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_.jpg', u'width': 689, u'height': 1014}	475980	8.2	tt0457430	Pan's Labyrinth	feature	2006
124	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwMTU3MjI1OV5BMl5BanBnXkFtZTgwNjE2OTI3MjE@._V1_.jpg', u'width': 357, u'height': 500}	102727	8.2	tt0047296	On the Waterfront	feature	1954
125	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg', u'width': 972, u'height': 1440}	180261	8.2	tt3170832	Room	feature	2015
126	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzY5ODQwMV5BMl5BanBnXkFtZTcwNzY1NzcxNw@@._V1_.jpg', u'width': 500, u'height': 690}	177395	8.2	tt0096283	My Neighbor Totoro	feature	1988
127	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMDU0MTQzNV5BMl5BanBnXkFtZTcwOTk2NDQyMQ@@._V1._CR12,28,314,446_.jpg', u'width': 314, u'height': 446}	43262	8.3	tt0044741	Ikiru	feature	1952
128	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNTEyNjg0MDM4OF5BMl5BanBnXkFtZTgwODI0NjUxODE@._V1_.jpg', u'width': 654, u'height': 938}	79223	8.3	tt0089881	Ran	feature	1985
129	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzYzMDQyNzA4NV5BMl5BanBnXkFtZTYwNDU5NDU5._V1_.jpg', u'width': 350, u'height': 475}	69383	8.2	tt0015864	The Gold Rush	feature	1925
130	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNTEwOTE4OGMtM2ZmMC00NmZmLThlM2ItNmYxNWJkNWM4YjJkXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_.jpg', u'width': 2657, u'height': 3993}	152343	8.2	tt0050212	The Bridge on the River Kwai	feature	1957
131	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMjRiMGUtN2Q1Zi00ODg5LThhMTItMTJmNTRmYWFhNGRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg', u'width': 773, u'height': 1200}	78649	8.2	tt0031679	Mr. Smith Goes to Washington	feature	1939
132	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg', u'width': 889, u'height': 1315}	135385	8.2	tt1305806	The Secret in Their Eyes	feature	2009
133	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZWZlYmEyYTItNGRjYy00ZmMxLWEzMWItM2Q2NjZlNTMwMjQ3XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_.jpg', u'width': 998, u'height': 1500}	469002	8.2	tt0083658	Blade Runner	feature	1982
134	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUzODUyNjkxM15BMl5BanBnXkFtZTcwODA5MTM1Mg@@._V1_.jpg', u'width': 354, u'height': 500}	114206	8.2	tt0050976	The Seventh Seal	feature	1957
135	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 1600, u'height': 2400}	421551	8.2	tt0120735	Lock, Stock and Two Smoking Barrels	feature	1998
136	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_.jpg', u'width': 1578, u'height': 2340}	219385	8.2	tt0347149	Howl's Moving Castle	feature	2004
137	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxOWYzNDYtYmM4YS00N2NkLTk0NTAtNjg1ODgwZjAxYzI3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg', u'width': 800, u'height': 1200}	339907	8.2	tt0112641	Casino	feature	1995
138	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_.jpg', u'width': 682, u'height': 1023}	45622	8.3	tt0055031	Judgment at Nuremberg	feature	1961
139	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxMjk5ODUxMl5BMl5BanBnXkFtZTgwNDI2MjUwMzE@._V1_.jpg', u'width': 1211, u'height': 1748}	26388	8.3	tt0019254	The Passion of Joan of Arc	feature	1928
140	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjgwNjI3NTM1MF5BMl5BanBnXkFtZTgwNzY3MTUyMjE@._V1_.jpg', u'width': 342, u'height': 500}	64384	8.2	tt0050986	Wild Strawberries	feature	1957
141	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BODQxMzMyNTY5Nl5BMl5BanBnXkFtZTcwMDMyNTk3OA@@._V1_.jpg', u'width': 262, u'height': 410}	54697	8.2	tt0017925	The General	feature	1926
142	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 757, u'height': 1129}	164832	8.2	tt0080678	The Elephant Man	feature	1980
143	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 1010, u'height': 1500}	623933	8.2	tt0268978	A Beautiful Mind	feature	2001
144	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIzNzg4MzcxNV5BMl5BanBnXkFtZTgwMTgzNTE0MTE@._V1_.jpg', u'width': 324, u'height': 500}	30167	8.3	tt0018455	Sunrise	feature	1927
145	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_.jpg', u'width': 1328, u'height': 2048}	338583	8.2	tt1291584	Warrior	feature	2011
146	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_.jpg', u'width': 1382, u'height': 2048}	803419	8.2	tt0993846	The Wolf of Wall Street	feature	2013
147	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_.jpg', u'width': 1383, u'height': 2048}	805770	8.2	tt0434409	V for Vendetta	feature	2005
148	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg4MzA0NjI5OF5BMl5BanBnXkFtZTcwNTUwMzQzNg@@._V1_.jpg', u'width': 1533, u'height': 2161}	83284	8.2	tt1255953	Incendies	feature	2010
149	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@._V1_.jpg', u'width': 353, u'height': 500}	570354	8.2	tt1205489	Gran Torino	feature	2008
150	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZTFjMjBiYzItNzU5YS00MjdiLWJkOTktNDQ3MTE3ZjY2YTY5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg', u'width': 2100, u'height': 3156}	547844	8.2	tt0118715	The Big Lebowski	feature	1998
151	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMmIxZGIzZmMtMGU3Ny00OWU2LWI2NjMtZmVjN2M0MDYwMmVlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 348, u'height': 490}	27790	8.3	tt0046438	Tokyo Story	feature	1953
152	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzYmRmZTQtYjk2NS00MDdlLTkxMDAtMTE2YTM2ZmNlMTBkXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 2170, u'height': 3200}	236556	8.2	tt0077416	The Deer Hunter	feature	1978
153	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyNzc4ODk4N15BMl5BanBnXkFtZTcwMDE5ODEwNA@@._V1_.jpg', u'width': 332, u'height': 500}	108868	8.2	tt0046912	Dial M for Murder	feature	1954
154	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 2025, u'height': 3000}	477669	8.2	tt0117951	Trainspotting	feature	1996
155	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWQwOWVkMGItMDU2Yy00YjIzLWJkMjEtNmVkZjE3MjMwYzEzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1928, u'height': 2954}	218912	8.2	tt0031381	Gone with the Wind	feature	1939
156	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_.jpg', u'width': 682, u'height': 1023}	462750	8.1	tt0116282	Fargo	feature	1996
157	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTM5ODA4ODMzM15BMl5BanBnXkFtZTcwOTA2NTEwNA@@._V1._CR9,22,314,458_.jpg', u'width': 314, u'height': 458}	89044	8.2	tt0032976	Rebecca	feature	1940
158	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 2015, u'height': 3000}	708049	8.2	tt0266543	Finding Nemo	feature	2003
159	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOWFlNzZhYmYtYTI5YS00MDQyLWIyNTUtNTRjMWUwNTEzNjA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg', u'width': 975, u'height': 1467}	121815	8.2	tt0061512	Cool Hand Luke	feature	1967
160	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_.jpg', u'width': 2194, u'height': 3240}	592576	8.2	tt2488496	Star Wars: The Force Awakens	feature	2015
161	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg', u'width': 500, u'height': 739}	716188	8.1	tt0167404	The Sixth Sense	feature	1999
162	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg', u'width': 1119, u'height': 1665}	495569	8.2	tt0892769	How to Train Your Dragon	feature	2010
163	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTRlMGIzYjItNTUwYS00OTc2LTk0ODktMGRjYWNlOTg3NzkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 568, u'height': 885}	263941	8.2	tt0084787	The Thing	feature	1982
164	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_.jpg', u'width': 555, u'height': 817}	625415	8.1	tt0477348	No Country for Old Men	feature	2007
165	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1_.jpg', u'width': 450, u'height': 664}	435178	8.2	tt0758758	Into the Wild	feature	2007
166	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDg1Mzg4M15BMl5BanBnXkFtZTYwMDExOTc3._V1_.jpg', u'width': 450, u'height': 702}	749014	8.1	tt0266697	Kill Bill: Vol. 1	feature	2003
167	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NDIyNTA1Nl5BMl5BanBnXkFtZTcwMjc2Njk3OA@@._V1_.jpg', u'width': 351, u'height': 500}	122001	8.2	tt0978762	Mary and Max	feature	2009
168	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg', u'width': 1390, u'height': 2048}	587492	8.1	tt2267998	Gone Girl	feature	2014
169	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxODQ4MDU5NV5BMl5BanBnXkFtZTcwMDU4MjU1MQ@@._V1_.jpg', u'width': 510, u'height': 755}	380905	8.1	tt0469494	There Will Be Blood	feature	2007
170	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyMjM4NTQ2OF5BMl5BanBnXkFtZTgwOTM4MTI2MTE@._V1_.jpg', u'width': 348, u'height': 500}	26913	8.3	tt0091251	Come and See	feature	1985
171	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTczOTQ1MTQ4MF5BMl5BanBnXkFtZTcwODI2MDk4OQ@@._V1_.jpg', u'width': 330, u'height': 500}	66273	8.2	tt0025316	It Happened One Night	feature	1934
172	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 863, u'height': 1354}	277109	8.1	tt0079470	Life of Brian	feature	1979
173	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyMDE0MTY0OV5BMl5BanBnXkFtZTcwMjI2OTI0OQ@@._V1_.jpg', u'width': 1292, u'height': 2048}	320017	8.1	tt1979320	Rush	feature	2013
174	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0OTY0ODk2MF5BMl5BanBnXkFtZTcwNjQ5NjIzMQ@@._V1_.jpg', u'width': 359, u'height': 500}	31849	8.4	tt0074896	The Message	feature	1976
175	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTI2MzQyNTc1M15BMl5BanBnXkFtZTYwMjExNjc3._V1_.jpg', u'width': 333, u'height': 500}	268856	8.1	tt0395169	Hotel Rwanda	feature	2004
176	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNTU3NzY4ODY5MF5BMl5BanBnXkFtZTcwOTkzNzE1NA@@._V1_.jpg', u'width': 682, u'height': 1023}	296345	8.1	tt0091763	Platoon	feature	1986
177	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwODQxMDg5OV5BMl5BanBnXkFtZTgwNjczMzkwMzE@._V1_.jpg', u'width': 352, u'height': 500}	26821	8.2	tt0050783	Nights of Cabiria	feature	1957
178	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzk5MjcxNTg2MF5BMl5BanBnXkFtZTgwMzY2MTUxMDE@._V1_.jpg', u'width': 373, u'height': 500}	105577	8.1	tt0074958	Network	feature	1976
179	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MzkyNDgyMF5BMl5BanBnXkFtZTgwODg2MTMzMjE@._V1_.jpg', u'width': 340, u'height': 500}	36130	8.2	tt0046268	The Wages of Fear	feature	1953
180	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMTIyNzMxMV5BMl5BanBnXkFtZTcwOTc4OTI3Mg@@._V1_.jpg', u'width': 501, u'height': 755}	803966	8.1	tt1130884	Shutter Island	feature	2010
181	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg', u'width': 1893, u'height': 2800}	218034	8.1	tt1895587	Spotlight	feature	2015
182	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MDEzOTMwMl5BMl5BanBnXkFtZTgwMTc2NjgyMjE@._V1_.jpg', u'width': 338, u'height': 500}	115324	8.1	tt0033870	The Maltese Falcon	feature	1941
183	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_.jpg', u'width': 675, u'height': 1000}	154946	8.1	tt0064115	Butch Cassidy and the Sundance Kid	feature	1969
184	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMTE0ODcxNF5BMl5BanBnXkFtZTgwODE4NDQzNTE@._V1_.jpg', u'width': 1407, u'height': 2048}	576154	8.1	tt1392190	Mad Max: Fury Road	feature	2015
185	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZWRmOGU2M2ItMTJhMi00ZDA3LWJhOWItYWQ3NjI5NjEyNTFlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg', u'width': 516, u'height': 755}	277414	8.1	tt0092005	Stand by Me	feature	1986
186	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNjMyMzI0OV5BMl5BanBnXkFtZTgwMDU4NjkzMTE@._V1_.jpg', u'width': 336, u'height': 500}	112261	8.1	tt0107207	In the Name of the Father	feature	1993
187	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzNTMzOTA2Ml5BMl5BanBnXkFtZTgwNDQ2OTI3MjE@._V1_.jpg', u'width': 340, u'height': 500}	71656	8.1	tt0053198	The 400 Blows	feature	1959
188	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_.jpg', u'width': 1382, u'height': 2048}	95538	8.1	tt3011894	Wild Tales	feature	2014
189	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg', u'width': 509, u'height': 755}	451172	8.1	tt2024544	12 Years a Slave	feature	2013
190	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1OTgxNjYyNF5BMl5BanBnXkFtZTcwNjM2MjM2NQ@@._V1_.jpg', u'width': 649, u'height': 1023}	63360	8.1	tt0060827	Persona	feature	1966
191	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNjg2NjA3NDY2OV5BMl5BanBnXkFtZTgwNzE3NTkxMTE@._V1_.jpg', u'width': 880, u'height': 1304}	164510	8.1	tt0052618	Ben-Hur	feature	1959
192	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_.jpg', u'width': 1350, u'height': 2000}	490894	8.1	tt2278388	The Grand Budapest Hotel	feature	2014
193	True	{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZjYwYzliYTktMzk3MS00MzE0LTllM2QtMDk3MTFmOGQ2MjE0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 564, u'height': 838}	176288	8.1	tt0245712	Amores Perros	feature	2000
